# BUSCO version is: 5.2.2 
# The lineage dataset is: fungi_odb10 (Creation date: 2020-09-10, number of genomes: 549, number of BUSCOs: 758)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
298379at4751	Duplicated	contig_53820	471085	471846	-	62.8	106	https://www.orthodb.org/v10?query=298379at4751	Ubiquinone biosynthesis O-methyltransferase, mitochondrial
299054at4751	Missing
299330at4751	Fragmented	contig_57074	6481	7511	-	150.5	114	https://www.orthodb.org/v10?query=299330at4751	Exoribonuclease, phosphorolytic domain 1
299509at4751	Complete	contig_40337	3527	4711	-	339.0	294	https://www.orthodb.org/v10?query=299509at4751	Uroporphyrinogen decarboxylase
299559at4751	Complete	contig_10683	34618	35538	-	236.8	212	https://www.orthodb.org/v10?query=299559at4751	Ribosome production factor 2
299583at4751	Complete	contig_64533	19620	20598	-	101.8	120	https://www.orthodb.org/v10?query=299583at4751	Gtr1/RagA G protein
299611at4751	Missing
300016at4751	Complete	contig_34496	5740	6824	+	289.3	204	https://www.orthodb.org/v10?query=300016at4751	26S proteasome non-ATPase regulatory subunit 14
300216at4751	Complete	contig_4127	51239	52443	+	407.5	343	https://www.orthodb.org/v10?query=300216at4751	Arginine biosynthesis bifunctional protein ArgJ, mitochondrial
302127at4751	Missing
304341at4751	Complete	contig_38320	105612	106879	-	273.4	209	https://www.orthodb.org/v10?query=304341at4751	2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
304453at4751	Complete	contig_30698	62220	63265	+	120.4	183	https://www.orthodb.org/v10?query=304453at4751	V-type proton ATPase subunit C
304547at4751	Missing
304733at4751	Complete	contig_58803	2647	3724	+	183.3	232	https://www.orthodb.org/v10?query=304733at4751	Vesicular-fusion protein sec17
305061at4751	Missing
306594at4751	Fragmented	contig_38147	95990	96927	-	205.9	218	https://www.orthodb.org/v10?query=306594at4751	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit WBP1
307144at4751	Fragmented	contig_32074	76930	78330	-	161.1	180	https://www.orthodb.org/v10?query=307144at4751	Rab-GTPase-TBC domain
308236at4751	Fragmented	contig_34489	27185	29038	-	307.6	357	https://www.orthodb.org/v10?query=308236at4751	Sda1
308816at4751	Complete	contig_47568	10336	11850	+	355.0	340	https://www.orthodb.org/v10?query=308816at4751	Splicing factor 3a subunit 3
310718at4751	Complete	contig_4076	178249	180326	-	219.3	511	https://www.orthodb.org/v10?query=310718at4751	Exocyst complex component Sec6
310891at4751	Complete	contig_23017	14917	16776	-	502.1	442	https://www.orthodb.org/v10?query=310891at4751	Pre-mRNA-splicing factor cef1
311048at4751	Complete	contig_35882	27741	28994	-	162.9	185	https://www.orthodb.org/v10?query=311048at4751	Deoxyhypusine hydroxylase
311254at4751	Fragmented	contig_40236	57054	58010	+	153.4	274	https://www.orthodb.org/v10?query=311254at4751	Nuclear segregation protein
312080at4751	Complete	contig_62008	5259	6396	-	274.0	231	https://www.orthodb.org/v10?query=312080at4751	Autophagy-related protein 3
312209at4751	Missing
312950at4751	Missing
315551at4751	Complete	contig_5879	60104	61329	-	393.4	289	https://www.orthodb.org/v10?query=315551at4751	Delta-aminolevulinic acid dehydratase
315639at4751	Complete	contig_58626	1886	3826	-	230.2	232	https://www.orthodb.org/v10?query=315639at4751	Rhodanese-like domain
315799at4751	Complete	contig_65276	2492	4239	-	193.2	307	https://www.orthodb.org/v10?query=315799at4751	WD40-repeat-containing domain
315802at4751	Complete	contig_41380	45010	46520	+	153.2	199	https://www.orthodb.org/v10?query=315802at4751	tRNA dimethylallyltransferase
316254at4751	Complete	contig_3363	108468	109961	-	160.5	238	https://www.orthodb.org/v10?query=316254at4751	glycosyltransferase family 50 protein
316920at4751	Fragmented	contig_44641	70505	71653	-	110.7	130	https://www.orthodb.org/v10?query=316920at4751	Lysophospholipid acyltransferase
317276at4751	Missing
317335at4751	Complete	contig_2169	182679	183806	-	208.5	243	https://www.orthodb.org/v10?query=317335at4751	Anthranilate phosphoribosyltransferase
319121at4751	Fragmented	contig_14089	215387	216171	+	127.2	119	https://www.orthodb.org/v10?query=319121at4751	Zinc finger, UBR-type
320163at4751	Missing
320638at4751	Complete	contig_18774	65192	66645	+	588.6	421	https://www.orthodb.org/v10?query=320638at4751	Nucleotide-diphospho-sugar transferase
320777at4751	Missing
320782at4751	Fragmented	contig_21311	25174	26260	+	73.6	217	https://www.orthodb.org/v10?query=320782at4751	RNA polymerase I associated factor, A49-like protein
321416at4751	Complete	contig_37810	15372	17845	+	667.8	590	https://www.orthodb.org/v10?query=321416at4751	Pre-mRNA-splicing factor syf1
321585at4751	Complete	contig_19856	1154	2944	+	275.9	232	https://www.orthodb.org/v10?query=321585at4751	U3 small nucleolar ribonucleoprotein IMP4
321728at4751	Complete	contig_39238	17441	19145	+	272.6	192	https://www.orthodb.org/v10?query=321728at4751	GPI-anchor transamidase
322254at4751	Missing
322267at4751	Missing
323327at4751	Complete	contig_52888	123672	125145	+	192.2	200	https://www.orthodb.org/v10?query=323327at4751	Translation initiation factor eIF-2B subunit alpha
324442at4751	Complete	contig_32882	34354	35015	-	70.8	85	https://www.orthodb.org/v10?query=324442at4751	Cell division control protein 73, C-terminal
325992at4751	Complete	contig_31936	75503	76404	-	97.9	105	https://www.orthodb.org/v10?query=325992at4751	Protein BCP1
326512at4751	Missing
326649at4751	Complete	contig_902	26254	28356	+	484.4	387	https://www.orthodb.org/v10?query=326649at4751	Phosphoacetylglucosamine mutase
327672at4751	Missing
327748at4751	Complete	contig_21048	161901	163743	+	308.6	286	https://www.orthodb.org/v10?query=327748at4751	Zinc finger, RING/FYVE/PHD-type
327884at4751	Complete	contig_7278	55071	55845	+	328.4	220	https://www.orthodb.org/v10?query=327884at4751	60S acidic ribosomal protein P0
329067at4751	Missing
330533at4751	Complete	contig_21539	42014	43647	-	195.1	266	https://www.orthodb.org/v10?query=330533at4751	Xaa-pro dipeptidase app
330551at4751	Missing
330629at4751	Missing
330815at4751	Complete	contig_30773	77518	78592	-	160.9	189	https://www.orthodb.org/v10?query=330815at4751	Translation initiation factor 2, alpha subunit
330949at4751	Complete	contig_17399	9304	10395	-	316.8	303	https://www.orthodb.org/v10?query=330949at4751	tRNA pseudouridine synthase
331022at4751	Complete	contig_58231	28266	29582	-	118.3	140	https://www.orthodb.org/v10?query=331022at4751	P-loop containing nucleoside triphosphate hydrolase protein
331763at4751	Complete	contig_55933	532	1125	+	311.9	186	https://www.orthodb.org/v10?query=331763at4751	Ribosomal protein S5
332006at4751	Complete	contig_37346	135068	135880	-	156.9	198	https://www.orthodb.org/v10?query=332006at4751	SURF1-like protein
332036at4751	Complete	contig_33826	110706	112147	+	306.8	203	https://www.orthodb.org/v10?query=332036at4751	GPN-loop GTPase
332416at4751	Complete	contig_53360	9762	10748	-	185.8	158	https://www.orthodb.org/v10?query=332416at4751	P-loop containing nucleoside triphosphate hydrolase protein
332876at4751	Complete	contig_30961	160467	162800	+	467.6	399	https://www.orthodb.org/v10?query=332876at4751	WD40/YVTN repeat-like-containing domain superfamily
332891at4751	Complete	contig_26986	20878	22265	-	326.3	296	https://www.orthodb.org/v10?query=332891at4751	Glycerol
334424at4751	Complete	contig_51713	10454	11760	+	254.9	167	https://www.orthodb.org/v10?query=334424at4751	rRNA adenine N(6)-methyltransferase
335237at4751	Complete	contig_33724	34315	35611	+	266.9	224	https://www.orthodb.org/v10?query=335237at4751	P-loop containing nucleoside triphosphate hydrolase protein
335719at4751	Complete	contig_8543	62114	63276	+	324.7	238	https://www.orthodb.org/v10?query=335719at4751	mitochondrial carrier
336181at4751	Complete	contig_24475	10360	11192	-	197.8	195	https://www.orthodb.org/v10?query=336181at4751	Adenosine kinase
336187at4751	Complete	contig_42244	13003	14056	+	73.7	107	https://www.orthodb.org/v10?query=336187at4751	Ubiquitin-conjugating enzyme/RWD-like protein
337150at4751	Missing
337917at4751	Complete	contig_16674	14338	15100	-	130.3	167	https://www.orthodb.org/v10?query=337917at4751	ribosomal protein S15
338301at4751	Complete	contig_53022	6652	7258	+	72.5	105	https://www.orthodb.org/v10?query=338301at4751	37S ribosomal protein S25, mitochondrial
338808at4751	Fragmented	contig_43051	2671	3295	+	125.8	157	https://www.orthodb.org/v10?query=338808at4751	Golgi phosphoprotein 3-like
339525at4751	Duplicated	contig_13098	232351	233675	-	193.8	234	https://www.orthodb.org/v10?query=339525at4751	Aminomethyltransferase
339525at4751	Duplicated	contig_53913	108080	109185	-	174.7	229	https://www.orthodb.org/v10?query=339525at4751	Aminomethyltransferase
339525at4751	Duplicated	contig_56177	37414	38529	-	174.0	231	https://www.orthodb.org/v10?query=339525at4751	Aminomethyltransferase
342642at4751	Complete	contig_60374	3205	4415	+	344.8	268	https://www.orthodb.org/v10?query=342642at4751	Dihydroorotase
343196at4751	Missing
343603at4751	Missing
343623at4751	Missing
343717at4751	Missing
344553at4751	Complete	contig_33109	71782	72454	-	139.3	111	https://www.orthodb.org/v10?query=344553at4751	Ubiquitin fusion degradation protein 1
345661at4751	Missing
348020at4751	Duplicated	contig_20101	48838	50198	+	79.2	128	https://www.orthodb.org/v10?query=348020at4751	Formyl transferase, N-terminal
348020at4751	Duplicated	contig_53743	125	1948	-	72.4	112	https://www.orthodb.org/v10?query=348020at4751	Formyl transferase, N-terminal
348111at4751	Complete	contig_42739	78744	79541	-	304.5	234	https://www.orthodb.org/v10?query=348111at4751	Ribosomal protein L2
349264at4751	Complete	contig_17656	41673	42552	+	264.5	173	https://www.orthodb.org/v10?query=349264at4751	Proteasome subunit beta type
350840at4751	Duplicated	contig_53566	130221	130703	-	61.6	94	https://www.orthodb.org/v10?query=350840at4751	Isopentenyl-diphosphate delta-isomerase
350840at4751	Duplicated	contig_18810	95477	96742	-	59.1	113	https://www.orthodb.org/v10?query=350840at4751	Isopentenyl-diphosphate delta-isomerase
351351at4751	Complete	contig_224	315449	316713	-	264.4	286	https://www.orthodb.org/v10?query=351351at4751	Mannosyltransferase
351482at4751	Complete	contig_30453	55645	56404	+	418.3	239	https://www.orthodb.org/v10?query=351482at4751	Prohibitin-2
351646at4751	Complete	contig_37357	67138	67993	+	80.5	121	https://www.orthodb.org/v10?query=351646at4751	25S rRNA (uridine-N(3))-methyltransferase
351651at4751	Complete	contig_43459	17389	18430	+	234.5	212	https://www.orthodb.org/v10?query=351651at4751	Chitobiosyldiphosphodolichol beta-mannosyltransferase
351849at4751	Missing
351858at4751	Complete	contig_14068	53597	54513	-	289.3	192	https://www.orthodb.org/v10?query=351858at4751	Eukaryotic translation initiation factor 6
351906at4751	Complete	contig_6289	34055	34781	+	157.9	144	https://www.orthodb.org/v10?query=351906at4751	ribosomal protein L15
352224at4751	Missing
352999at4751	Complete	contig_31560	12550	13302	+	243.1	151	https://www.orthodb.org/v10?query=352999at4751	Small GTPase superfamily
353685at4751	Complete	contig_37230	10129	10881	+	192.4	149	https://www.orthodb.org/v10?query=353685at4751	ER membrane protein complex subunit 3
353762at4751	Duplicated	contig_324	29515	30499	+	344.9	276	https://www.orthodb.org/v10?query=353762at4751	Chitin synthase export chaperone
353762at4751	Duplicated	contig_4133	11150	12218	+	314.0	277	https://www.orthodb.org/v10?query=353762at4751	Chitin synthase export chaperone
353991at4751	Fragmented	contig_19125	50630	51586	+	328.5	224	https://www.orthodb.org/v10?query=353991at4751	DnaJ domain
354679at4751	Complete	contig_27687	80976	81972	+	330.3	248	https://www.orthodb.org/v10?query=354679at4751	Cell differentiation protein rcd1
354739at4751	Complete	contig_46638	76297	77037	+	176.3	179	https://www.orthodb.org/v10?query=354739at4751	Ribosomal protein L5
354778at4751	Complete	contig_54839	55706	56602	-	191.2	271	https://www.orthodb.org/v10?query=354778at4751	Diphosphomevalonate decarboxylase
354913at4751	Complete	contig_7771	69175	70043	+	194.4	185	https://www.orthodb.org/v10?query=354913at4751	von Willebrand factor A-like domain superfamily
355454at4751	Complete	contig_48621	2856	5215	+	313.1	342	https://www.orthodb.org/v10?query=355454at4751	Iron hydrogenase
355525at4751	Complete	contig_36155	123533	124670	-	299.2	320	https://www.orthodb.org/v10?query=355525at4751	Leucine-rich repeat
355781at4751	Complete	contig_34496	3617	4560	-	130.6	131	https://www.orthodb.org/v10?query=355781at4751	GTP cyclohydrolase 1 type 2/Nif3
356079at4751	Missing
356691at4751	Complete	contig_13324	13424	16180	+	251.7	264	https://www.orthodb.org/v10?query=356691at4751	Peroxisome biogenesis factor 1
356743at4751	Complete	contig_17470	40081	40724	-	241.3	174	https://www.orthodb.org/v10?query=356743at4751	Ribosomal protein
357182at4751	Complete	contig_20324	5424	7169	+	219.1	269	https://www.orthodb.org/v10?query=357182at4751	DNA primase large subunit
357584at4751	Fragmented	contig_16178	341880	342565	-	118.2	153	https://www.orthodb.org/v10?query=357584at4751	Metal-dependent protein hydrolase
358012at4751	Complete	contig_19448	21918	22870	-	209.3	198	https://www.orthodb.org/v10?query=358012at4751	Eukaryotic translation initiation factor 3 subunit G
358118at4751	Complete	contig_20310	6093	7722	-	378.8	299	https://www.orthodb.org/v10?query=358118at4751	Splicing factor 3B subunit 2
359271at4751	Complete	contig_6186	205938	207097	+	269.0	266	https://www.orthodb.org/v10?query=359271at4751	Membrane protein TMS1
359482at4751	Complete	contig_23079	159647	160663	+	172.1	118	https://www.orthodb.org/v10?query=359482at4751	vesicle transporter SEC22
359627at4751	Complete	contig_6445	269940	270519	+	135.0	147	https://www.orthodb.org/v10?query=359627at4751	Trafficking protein particle complex subunit
360800at4751	Missing
361877at4751	Complete	contig_37322	2647	3714	-	71.1	155	https://www.orthodb.org/v10?query=361877at4751	Scavenger mRNA decapping enzyme
362218at4751	Missing
362250at4751	Complete	contig_24776	70219	70992	-	180.9	177	https://www.orthodb.org/v10?query=362250at4751	Bax inhibitor 1-related
362322at4751	Missing
362601at4751	Complete	contig_29799	1489	2814	+	253.2	380	https://www.orthodb.org/v10?query=362601at4751	Oxoglutarate/iron-dependent dioxygenase
363593at4751	Missing
364123at4751	Complete	contig_12215	3387	4382	+	262.8	220	https://www.orthodb.org/v10?query=364123at4751	26S Proteasome non-ATPase regulatory subunit 6
364284at4751	Duplicated	contig_36508	18660	20435	-	363.5	311	https://www.orthodb.org/v10?query=364284at4751	Amidase
364284at4751	Duplicated	contig_53837	10	1323	+	334.4	337	https://www.orthodb.org/v10?query=364284at4751	Amidase
364284at4751	Duplicated	contig_53811	293531	294862	-	332.4	337	https://www.orthodb.org/v10?query=364284at4751	Amidase
364284at4751	Duplicated	contig_54839	301918	303312	-	311.3	340	https://www.orthodb.org/v10?query=364284at4751	Amidase
365270at4751	Missing
366595at4751	Complete	contig_23929	106770	108040	+	179.7	160	https://www.orthodb.org/v10?query=366595at4751	Dolichol-phosphate mannosyltransferase
366597at4751	Duplicated	contig_16142	714512	715069	-	133.4	161	https://www.orthodb.org/v10?query=366597at4751	Ribosomal protein
366597at4751	Duplicated	contig_54583	8309	8968	-	129.8	179	https://www.orthodb.org/v10?query=366597at4751	Ribosomal protein
366597at4751	Duplicated	contig_53823	39530	40204	+	118.8	192	https://www.orthodb.org/v10?query=366597at4751	Ribosomal protein
366597at4751	Duplicated	contig_53816	6001	6675	-	117.2	191	https://www.orthodb.org/v10?query=366597at4751	Ribosomal protein
366597at4751	Duplicated	contig_59265	14167	14841	-	117.2	191	https://www.orthodb.org/v10?query=366597at4751	Ribosomal protein
366635at4751	Complete	contig_46525	7926	8581	+	221.7	164	https://www.orthodb.org/v10?query=366635at4751	Matrin/U1-C-like, C2H2-type zinc finger
367778at4751	Complete	contig_8363	15413	16067	-	206.9	174	https://www.orthodb.org/v10?query=367778at4751	Acetolactate synthase
368706at4751	Complete	contig_56769	733	1570	+	237.3	179	https://www.orthodb.org/v10?query=368706at4751	Proteasome subunit beta
369435at4751	Complete	contig_1058	3276	4239	-	163.6	161	https://www.orthodb.org/v10?query=369435at4751	Triosephosphate isomerase
370505at4751	Missing
370952at4751	Duplicated	contig_46041	371113	371658	+	62.4	167	https://www.orthodb.org/v10?query=370952at4751	Ribosomal protein S3
370952at4751	Duplicated	contig_53570	1038671	1039174	-	60.8	166	https://www.orthodb.org/v10?query=370952at4751	Ribosomal protein S3
370952at4751	Duplicated	contig_58034	11163	11744	+	60.4	169	https://www.orthodb.org/v10?query=370952at4751	Ribosomal protein S3
371481at4751	Complete	contig_38833	12235	12932	-	149.8	145	https://www.orthodb.org/v10?query=371481at4751	Ribosome maturation protein SBDS, N-terminal
371674at4751	Complete	contig_51798	28510	30043	+	180.2	167	https://www.orthodb.org/v10?query=371674at4751	UPF0103-domain-containing protein
371862at4751	Complete	contig_13174	107113	107878	-	259.5	152	https://www.orthodb.org/v10?query=371862at4751	Septum-promoting GTP-binding protein 1
372381at4751	Complete	contig_46999	1734	2816	+	183.8	282	https://www.orthodb.org/v10?query=372381at4751	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1
372510at4751	Fragmented	contig_52936	11723	12245	-	123.8	106	https://www.orthodb.org/v10?query=372510at4751	transcription factor Tfb4
372972at4751	Complete	contig_9170	798	1712	+	137.5	90	https://www.orthodb.org/v10?query=372972at4751	tRNA (guanine-N(7)-)-methyltransferase
374350at4751	Missing
374548at4751	Complete	contig_52226	9766	10420	+	113.9	125	https://www.orthodb.org/v10?query=374548at4751	SGS domain
376255at4751	Missing
376442at4751	Missing
376539at4751	Missing
376586at4751	Complete	contig_1552	101272	102357	-	229.5	176	https://www.orthodb.org/v10?query=376586at4751	Deoxycytidylate deaminase
377787at4751	Complete	contig_10810	370	1029	+	285.9	163	https://www.orthodb.org/v10?query=377787at4751	Ribosomal protein S7 domain
378256at4751	Complete	contig_64471	7921	8837	-	85.2	130	https://www.orthodb.org/v10?query=378256at4751	Exoribonuclease, PH domain 2 superfamily
378281at4751	Complete	contig_13504	58451	59817	-	185.6	174	https://www.orthodb.org/v10?query=378281at4751	Ribosomal protein L3
378295at4751	Fragmented	contig_58005	5772	6916	+	112.2	146	https://www.orthodb.org/v10?query=378295at4751	Exosome complex component RRP43
378376at4751	Fragmented	contig_38680	15724	16436	+	65.1	152	https://www.orthodb.org/v10?query=378376at4751	DUF1682-domain-containing protein
378430at4751	Complete	contig_3309	11577	12884	-	332.9	251	https://www.orthodb.org/v10?query=378430at4751	Serine/threonine-protein kinase RIO1
378436at4751	Missing
379525at4751	Missing
382001at4751	Complete	contig_576	71149	72193	+	217.7	161	https://www.orthodb.org/v10?query=382001at4751	syntaxin 5
383007at4751	Missing
384156at4751	Complete	contig_43290	10207	11062	+	155.2	173	https://www.orthodb.org/v10?query=384156at4751	ATP synthase subunit gamma
384315at4751	Missing
385139at4751	Complete	contig_29201	4834	5525	+	234.7	168	https://www.orthodb.org/v10?query=385139at4751	Proteasome subunit beta type
385343at4751	Complete	contig_11806	171550	172372	-	207.3	172	https://www.orthodb.org/v10?query=385343at4751	GTP cyclohydrolase II
385564at4751	Missing
385971at4751	Complete	contig_4873	48219	49546	-	82.3	117	https://www.orthodb.org/v10?query=385971at4751	Ribonuclease
386220at4751	Complete	contig_29218	2554	3247	-	183.5	152	https://www.orthodb.org/v10?query=386220at4751	Pre-rRNA-processing protein PNO1
386245at4751	Complete	contig_8561	34292	35434	+	129.2	230	https://www.orthodb.org/v10?query=386245at4751	Origin recognition complex subunit 2
387347at4751	Complete	contig_39143	13170	14175	+	132.1	108	https://www.orthodb.org/v10?query=387347at4751	Exosome complex component CSL4
387759at4751	Complete	contig_10006	79475	80423	-	127.1	147	https://www.orthodb.org/v10?query=387759at4751	Mitochondrial inner membrane protease ATP23
388229at4751	Complete	contig_6070	19226	19828	-	125.6	137	https://www.orthodb.org/v10?query=388229at4751	RNA polymerase, Rpb5, N-terminal
389034at4751	Complete	contig_43338	42248	43403	-	308.1	180	https://www.orthodb.org/v10?query=389034at4751	rRNA 2'-O-methyltransferase fibrillarin
389547at4751	Complete	contig_2351	13262	14362	+	99.2	101	https://www.orthodb.org/v10?query=389547at4751	Pre-mRNA-splicing factor slt11
389565at4751	Complete	contig_7028	113328	114200	+	382.0	222	https://www.orthodb.org/v10?query=389565at4751	Cytochrome c-like domain
390518at4751	Complete	contig_17223	116906	117890	+	326.1	238	https://www.orthodb.org/v10?query=390518at4751	26S proteasome regulatory subunit rpn-8
391384at4751	Complete	contig_41690	4257	5615	-	168.7	182	https://www.orthodb.org/v10?query=391384at4751	Exosome complex component RRP4
392558at4751	Missing
393440at4751	Complete	contig_60411	1853	2751	-	82.8	89	https://www.orthodb.org/v10?query=393440at4751	K Homology domain, type 1
393996at4751	Missing
396097at4751	Missing
396330at4751	Missing
396842at4751	Complete	contig_54018	6095	6921	+	204.8	174	https://www.orthodb.org/v10?query=396842at4751	18S rRNA (Guanine(1575)-N(7))-methyltransferase
397465at4751	Missing
398519at4751	Complete	contig_29936	37142	38066	-	84.8	143	https://www.orthodb.org/v10?query=398519at4751	chromatin associated protein KTI12
398592at4751	Complete	contig_21213	181013	182854	+	248.8	315	https://www.orthodb.org/v10?query=398592at4751	NUC153
398882at4751	Complete	contig_50281	7266	8059	-	174.4	106	https://www.orthodb.org/v10?query=398882at4751	Ubiquitin-conjugating enzyme E2 8
398968at4751	Complete	contig_1746	195351	196339	-	85.8	92	https://www.orthodb.org/v10?query=398968at4751	Trafficking protein particle complex subunit BET3
399376at4751	Complete	contig_41747	44208	45316	-	93.8	119	https://www.orthodb.org/v10?query=399376at4751	Ribosome biogenesis protein BRX1
399413at4751	Complete	contig_42623	12265	13758	+	164.7	148	https://www.orthodb.org/v10?query=399413at4751	riboflavin synthase, alpha subunit
399810at4751	Missing
401387at4751	Complete	contig_23565	34938	36429	+	257.7	194	https://www.orthodb.org/v10?query=401387at4751	phosphopantothenate-cysteine ligase
402005at4751	Complete	contig_37427	218932	219466	-	121.1	131	https://www.orthodb.org/v10?query=402005at4751	Protein RER1
402255at4751	Missing
403079at4751	Complete	contig_10447	16048	17062	-	299.9	191	https://www.orthodb.org/v10?query=403079at4751	Vacuolar ATP synthase subunit D
404050at4751	Missing
405669at4751	Complete	contig_62787	13657	14494	-	193.1	209	https://www.orthodb.org/v10?query=405669at4751	Leucine-rich repeat
405898at4751	Complete	contig_53469	2204	3404	-	279.7	283	https://www.orthodb.org/v10?query=405898at4751	U4/U6 small nuclear ribonucleoprotein Prp3
406240at4751	Fragmented	contig_37100	24808	25171	-	100.6	80	https://www.orthodb.org/v10?query=406240at4751	RNA polymerase Rpb7-like, N-terminal domain superfamily
406403at4751	Duplicated	contig_46041	417816	418331	+	108.1	150	https://www.orthodb.org/v10?query=406403at4751	septum formation protein Maf
406403at4751	Duplicated	contig_53839	419	982	+	93.2	144	https://www.orthodb.org/v10?query=406403at4751	septum formation protein Maf
406403at4751	Duplicated	contig_53841	3363	3926	+	93.2	144	https://www.orthodb.org/v10?query=406403at4751	septum formation protein Maf
406434at4751	Complete	contig_10899	37196	38135	-	81.7	106	https://www.orthodb.org/v10?query=406434at4751	EB1, C-terminal
406793at4751	Missing
407348at4751	Missing
408391at4751	Fragmented	contig_17061	96235	96941	-	59.4	83	https://www.orthodb.org/v10?query=408391at4751	Translocation protein sec66
408419at4751	Missing
409761at4751	Complete	contig_7597	99426	100480	-	71.5	198	https://www.orthodb.org/v10?query=409761at4751	Coatomer subunit epsilon
410458at4751	Complete	contig_24836	62490	63833	+	116.0	134	https://www.orthodb.org/v10?query=410458at4751	RNA-binding S4 domain
410782at4751	Complete	contig_55940	5747	6672	-	200.6	201	https://www.orthodb.org/v10?query=410782at4751	ATP-dependent (S)-NAD(P)H-hydrate dehydratase
410986at4751	Complete	contig_39009	133747	134442	-	233.0	174	https://www.orthodb.org/v10?query=410986at4751	PIN domain
410991at4751	Missing
411130at4751	Complete	contig_14365	1673	2368	-	181.9	152	https://www.orthodb.org/v10?query=411130at4751	Snf7 family
411471at4751	Missing
411518at4751	Complete	contig_39964	39873	41772	-	171.1	234	https://www.orthodb.org/v10?query=411518at4751	Low-temperature viability protein ltv1
411677at4751	Complete	contig_23775	89805	90537	+	99.6	103	https://www.orthodb.org/v10?query=411677at4751	Rho GDP-dissociation inhibitor
411754at4751	Complete	contig_12290	18961	19745	-	255.0	172	https://www.orthodb.org/v10?query=411754at4751	Splicing factor U2AF 23 kDa subunit
411919at4751	Fragmented	contig_55938	1665	2947	-	78.1	116	https://www.orthodb.org/v10?query=411919at4751	Endoplasmic reticulum vesicle transporter, C-terminal
412006at4751	Complete	contig_42613	2590	3816	-	143.5	121	https://www.orthodb.org/v10?query=412006at4751	60S ribosome subunit biogenesis protein NIP7
413850at4751	Missing
414474at4751	Fragmented	contig_47246	16350	18212	-	76.7	123	https://www.orthodb.org/v10?query=414474at4751	Golgi SNAP receptor complex member 1
414508at4751	Complete	contig_9839	6284	7557	+	101.0	142	https://www.orthodb.org/v10?query=414508at4751	Ubiquinone biosynthesis protein COQ4, mitochondrial
416039at4751	Complete	contig_30155	9673	10712	+	84.9	105	https://www.orthodb.org/v10?query=416039at4751	Presequence translocated-associated motor subunit pam17
416914at4751	Missing
417109at4751	Complete	contig_50745	80004	80933	+	47.7	84	https://www.orthodb.org/v10?query=417109at4751	Mediator of RNA polymerase II transcription subunit 7
417470at4751	Complete	contig_66599	4025	5434	+	106.4	264	https://www.orthodb.org/v10?query=417470at4751	Exocyst complex component EXO84
417746at4751	Complete	contig_2019	44894	45967	+	254.9	223	https://www.orthodb.org/v10?query=417746at4751	Zinc finger, CCCH-type
418242at4751	Complete	contig_57396	850	2127	-	103.4	148	https://www.orthodb.org/v10?query=418242at4751	Chorismate mutase
418644at4751	Complete	contig_47169	8604	10254	-	217.6	319	https://www.orthodb.org/v10?query=418644at4751	NEDD8-activating enzyme E1 regulatory subunit
418680at4751	Complete	contig_36601	13803	14650	-	117.1	152	https://www.orthodb.org/v10?query=418680at4751	Exosome complex exonuclease RRP41
419048at4751	Complete	contig_17546	165870	166452	-	112.1	103	https://www.orthodb.org/v10?query=419048at4751	Synaptobrevin
419200at4751	Missing
419232at4751	Complete	contig_36750	44490	45278	-	132.5	178	https://www.orthodb.org/v10?query=419232at4751	Nse4/EID family
419667at4751	Fragmented	contig_44794	66060	66350	+	52.5	58	https://www.orthodb.org/v10?query=419667at4751	Peptidyl-prolyl cis-trans isomerase
419868at4751	Complete	contig_14768	188126	188546	+	151.3	110	https://www.orthodb.org/v10?query=419868at4751	Ribosomal protein S13/S15, N-terminal
420414at4751	Missing
420527at4751	Missing
421097at4751	Complete	contig_46240	6714	9817	-	132.1	116	https://www.orthodb.org/v10?query=421097at4751	Acyl-CoA N-acyltransferase
421687at4751	Fragmented	contig_38921	95677	97791	+	68.2	178	https://www.orthodb.org/v10?query=421687at4751	putative amino-acid N-acetyltransferase subunit Mak10
422151at4751	Complete	contig_45985	2507	3000	+	218.8	131	https://www.orthodb.org/v10?query=422151at4751	Ubiquitin-conjugating enzyme E2 2
422622at4751	Complete	contig_20834	63693	64243	-	94.7	102	https://www.orthodb.org/v10?query=422622at4751	prefoldin, alpha subunit
422764at4751	Missing
423166at4751	Complete	contig_22982	36751	37104	-	93.0	76	https://www.orthodb.org/v10?query=423166at4751	Ribosomal protein L14P
423206at4751	Complete	contig_12117	208753	209328	-	99.0	60	https://www.orthodb.org/v10?query=423206at4751	Nuclear cap-binding protein subunit 2
427250at4751	Missing
428342at4751	Missing
428569at4751	Complete	contig_35815	49389	50096	-	153.4	148	https://www.orthodb.org/v10?query=428569at4751	Vacuolar protein sorting-associated protein 29
428774at4751	Missing
428984at4751	Fragmented	contig_45021	1192	2090	+	56.0	93	https://www.orthodb.org/v10?query=428984at4751	BRCT domain
429332at4751	Complete	contig_9847	41013	42843	-	87.1	124	https://www.orthodb.org/v10?query=429332at4751	RNA polymerase III, subunit Rpc25
429862at4751	Missing
430556at4751	Missing
